iteration,time_seconds,objective
141,23.807676076889038,224549.15371322873
142,23.901511192321777,224403.7639295236
143,23.963441371917725,224259.7128962294
144,24.017322540283203,224114.4093363685
145,24.07902956008911,223975.45514921696
146,24.136838674545288,223832.32661473379
147,24.19107437133789,223690.1050405087
148,24.264389753341675,223552.59449135355
149,24.34478735923767,223414.82701741805
150,24.412563800811768,223272.34309355772
151,24.47382616996765,223135.44252016675
152,24.536456823349,222995.5511985601
153,24.60404133796692,222859.58825267505
154,24.664616346359253,222723.8699225266
155,24.717250108718872,222585.821873217
156,24.771397352218628,222452.60115916107
157,24.83312225341797,222319.31367005434
158,24.897440671920776,222185.73091807292
159,24.95701289176941,222049.80112031847
160,25.01612687110901,221915.69466919868
161,25.077234983444214,221788.08515246658
162,25.138935327529907,221653.46806497316
163,25.26050591468811,221519.79867968228
164,25.320805549621582,221394.72071432124
165,25.38165307044983,221264.0711879055
166,25.44411563873291,221131.8360851668
167,25.501691818237305,221007.51354532863
168,25.560834884643555,220874.1138737107
169,25.619863510131836,220748.2199306517
170,25.678994178771973,220622.80606118083
171,25.740123748779297,220491.68088993852
172,25.802056550979614,220368.1621413694
173,25.867228269577026,220247.05091647414
174,25.927773237228394,220116.9455930967
175,25.98396587371826,219991.96978278583
176,26.05635976791382,219872.10444260895
177,26.28207302093506,219747.04744368256
178,26.399510383605957,219624.427838916
179,26.47990894317627,219505.4471277462
180,26.54734992980957,219381.40205376764
181,26.598751306533813,219260.3026350764
182,26.657809019088745,219141.58734657994
183,26.71613883972168,219019.37023869852
184,26.774338483810425,218898.89921065446
185,26.83535861968994,218783.97287506223
186,26.90213894844055,218663.97424761183
187,26.96587371826172,218543.6686221668
188,27.019226789474487,218428.3087532314
189,27.07842755317688,218312.3208581579
190,27.1465106010437,218194.97743809014
191,27.19952964782715,218078.4316688797
192,27.259684085845947,217963.58882882303
193,27.316951036453247,217850.12395580896
194,27.383918285369873,217738.62050399143
195,27.451850175857544,217620.31765708514
196,27.51802659034729,217511.73201471954
197,27.57582950592041,217398.1203850568
198,27.628002166748047,217284.8517684705
199,27.689592838287354,217173.22809487837
200,27.750874280929565,217061.69941693672
201,27.879840850830078,216951.56383922073
202,27.931678295135498,216843.10441466622
203,28.003363132476807,216731.27219769947
204,28.06648850440979,216622.86738257945
205,28.133999824523926,216516.54706906623
206,28.204734325408936,216406.87685754616
207,28.34785747528076,216297.4776360131
208,28.508339881896973,216193.13114784294
209,28.654218435287476,216085.8864153119
210,28.803312063217163,215984.68660720976
211,28.95292592048645,215872.04843546933
212,29.096425771713257,215768.12555212152
213,29.25989866256714,215667.2740196548
214,29.406275510787964,215558.58408292464
215,29.472063064575195,215452.9949776589
216,29.542630672454834,215352.86820334135
217,29.60338521003723,215248.78145832886
218,29.66885471343994,215144.58529125957
219,29.733437299728394,215043.5506235085
220,29.797111749649048,214938.9555135661
221,29.86203360557556,214839.91792510328
222,29.918912172317505,214739.3811215103
223,29.97620916366577,214636.10391006334
224,30.04972529411316,214539.04999484713
225,30.14890956878662,214437.76018657742
226,30.211646795272827,214339.26886705824
227,30.285939693450928,214237.15886397424
228,30.387380838394165,214137.3661141311
229,30.56304621696472,214041.5763379305
230,30.752137660980225,213941.987452117
231,30.92740297317505,213840.7406601882
232,31.10330891609192,213745.19603907823
233,31.16003131866455,213649.71786120193
234,31.331801176071167,213549.81209013166
235,31.50613522529602,213453.16639356082
236,31.690674543380737,213356.75022864924
237,31.753710508346558,213262.62128191284
238,31.8171489238739,213165.81320946902
239,31.869715452194214,213068.4299998843
240,31.935925722122192,212977.0405666075
241,32.06484508514404,212892.3963742122
242,32.22335457801819,212796.7811551971
243,32.39108157157898,212719.9882726261
244,32.51544404029846,212584.39500301224
245,32.62880849838257,212568.07709079207
246,32.688937187194824,212468.2353740311
247,32.79907035827637,212351.25738756917
248,32.860297441482544,212269.85609606578
249,32.91373825073242,212178.09123437773
250,32.96505427360535,212082.42614048906
251,33.0167179107666,212014.77543303286
252,33.07068610191345,211926.5470874625
253,33.12288808822632,211824.22052937676
254,33.1860249042511,211747.870179875
255,33.28169107437134,211634.83737121045
256,33.46889352798462,211600.07906585326
257,33.59943199157715,211507.14973752527
258,33.74838829040527,211397.6876937858
259,33.842998027801514,211320.03197452668
260,33.89735436439514,211239.86363259668
261,33.960856676101685,211160.37130779834
262,34.016969442367554,211076.03951301085
263,34.07477021217346,210982.48636590483
264,34.13870978355408,210913.02067475012
265,34.19692945480347,210837.91799762796
266,34.26220488548279,210787.08421045114
267,34.355363607406616,210707.78687775682
268,34.41219711303711,210651.48382702548
269,34.547077894210815,210582.58946424822
270,34.708383560180664,210523.00955827002
271,34.818644285202026,210456.35056474915
272,34.87851285934448,210404.88414125153
273,34.94001007080078,210333.70114581508
274,35.01762080192566,210274.70940524663
275,35.077768087387085,210210.82734163158
276,35.14148473739624,210157.94545801848
277,35.201587200164795,210086.36324360315
278,35.26778721809387,210030.80229615184
279,35.39235043525696,209965.87227662434
280,35.55342078208923,209914.72161831887
281,35.70477509498596,209844.05986008904
282,35.863365173339844,209789.3289975012
283,36.017149686813354,209726.15976223216
284,36.15713453292847,209674.53308215959
285,36.27099370956421,209606.33854766778
286,36.43242835998535,209553.77096119578
287,36.58602261543274,209490.77762626487
288,36.73806190490723,209438.0641639941
289,36.89309310913086,209373.23890764534
290,37.05537128448486,209320.2412143895
291,37.21099495887756,209256.2854798335
292,37.3705575466156,209205.69841939697
293,37.517483711242676,209139.50862752247
294,37.67426323890686,209087.28734902546
295,37.822176694869995,209025.19782166748
296,37.95637059211731,208974.48967545634
297,38.021477460861206,208908.20886635347
298,38.08307671546936,208857.05760517722
299,38.139564514160156,208794.24679770583
300,38.19734477996826,208744.349445609
301,38.25655961036682,208680.3280643709
302,38.31640958786011,208628.90880010545
303,38.37836766242981,208568.14482812613
304,38.43717098236084,208519.69974398392
305,38.59215497970581,208454.95208864968
306,38.74766945838928,208403.4552285116
307,38.797966718673706,208342.78082833908
308,38.85063147544861,208294.47242864582
309,38.90195298194885,208230.04323336552
310,38.95669412612915,208179.14964832403
311,39.0179226398468,208118.66373502358
312,39.07218265533447,208070.57356288968
313,39.12269616127014,208006.29049551472
314,39.18309164047241,207956.4619832682
315,39.23472332954407,207896.40838872743
316,39.294670820236206,207848.51643364073
317,39.351757526397705,207784.69851169284
318,39.44930052757263,207735.89398391612
319,39.50931763648987,207677.3604987173
320,39.60356020927429,207628.79839446238
321,39.753294229507446,207566.45727946254
322,39.90923070907593,207518.96164526464
323,40.06251311302185,207458.62522257215
324,40.2244713306427,207411.29750122098
325,40.38667368888855,207349.75687616644
326,40.55700325965881,207302.48927097497
327,40.71377229690552,207241.51625546985
328,40.85435461997986,207196.6984188691
329,41.001938343048096,207134.00844749052
330,41.171343088150024,207085.3610758889
331,41.333587646484375,207026.78330672288
332,41.49760818481445,206980.85629903793
333,41.65959334373474,206917.96334368398
334,41.79366159439087,206871.0357716029
335,41.96050667762756,206812.50534446124
336,42.119277477264404,206767.28551675487
337,42.27300786972046,206706.17977401565
338,42.43807768821716,206659.2267899441
339,42.59762501716614,206600.84376998883
340,42.75811576843262,206555.96527072176
341,42.88291645050049,206494.54123028292
342,43.02034330368042,206449.24753633488
343,43.163851261138916,206390.0212748849
344,43.33019804954529,206345.2480846462
345,43.49297571182251,206284.50022347248
346,43.63373899459839,206238.9693022378
347,43.77344512939453,206180.02051156465
348,43.9409339427948,206136.41613260904
349,44.029080867767334,206075.3083649449
350,44.17136859893799,206030.60348676774
351,44.24863815307617,205972.7235438538
352,44.326566219329834,205928.00975757168
353,44.40458631515503,205869.8938836381
354,44.472702980041504,205824.5953950367
355,44.56841206550598,205767.4211148813
356,44.64029097557068,205723.27173717308
357,44.71222710609436,205664.36609302947
358,44.78683066368103,205621.4471200392
359,44.854941844940186,205562.61568433073
360,44.999462842941284,205519.1753603809
361,45.054306507110596,205460.86819238673
362,45.11987280845642,205416.85016706114
363,45.18284201622009,205358.96623095046
364,45.25114130973816,205316.1106454124
365,45.32844877243042,205257.05324244295
366,45.39973473548889,205213.1484914983
367,45.47058081626892,205156.0089629061
368,45.592978954315186,205114.8303635403
369,45.65072965621948,205054.69707230368
370,45.71143293380737,205011.2301853596
371,45.778759717941284,204956.20545975436
372,45.84362602233887,204913.9713896926
373,45.911516189575195,204856.17886331637
374,45.98612594604492,204813.82661383852
375,46.055941104888916,204757.48073430726
376,46.12156867980957,204715.77289276067
377,46.184492111206055,204658.23576067088
378,46.249494791030884,204616.80921692782
379,46.32945418357849,204559.6687802224
380,46.412803411483765,204519.737534256
381,46.50327730178833,204461.16389964288
382,46.64917588233948,204419.68712771594
383,46.79518532752991,204363.1221654438
384,46.96314477920532,204322.49680713183
385,47.109169721603394,204264.7684444965
386,47.16577672958374,204223.60535382817
387,47.215888023376465,204167.23697038152
388,47.26887369155884,204126.77518956718
389,47.32054138183594,204070.37869258077
390,47.38505148887634,204030.23089802594
391,47.440824031829834,203974.71255890265
392,47.49811244010925,203933.9904744109
393,47.557762145996094,203878.203855294
394,47.62647366523743,203837.62318430044
395,47.676820516586304,203781.94188592446
396,47.737552642822266,203742.84484710635
397,47.804131746292114,203686.47532199908
398,47.87564659118652,203646.6063088559
399,47.93834376335144,203590.87338867265
400,47.99940276145935,203550.6775904199
401,48.079004526138306,203495.57538524707
402,48.18367099761963,203455.5143419743
403,48.243008852005005,203399.9266770648
404,48.29953622817993,203361.21735781268
405,48.45590901374817,203305.64804379398
406,48.61888098716736,203267.22500325227
407,48.692827463150024,203211.8115143126
408,48.74812340736389,203171.8278127517
409,48.80522608757019,203119.46884583464
410,48.86623764038086,203079.4267427892
411,48.94126105308533,203024.85345778675
412,49.00573205947876,202986.74652207192
413,49.08123326301575,202931.79982468448
414,49.15576100349426,202892.7019546
415,49.230820417404175,202838.99869620247
416,49.295599937438965,202800.32048884427
417,49.39698553085327,202745.81336375244
418,49.46723413467407,202706.71248161932
419,49.54087710380554,202653.28085463552
420,49.65747356414795,202616.36888452532
421,49.72141480445862,202560.54738361936
422,49.888405323028564,202522.89222803022
423,50.04590892791748,202469.2729971665
424,50.111844539642334,202432.06873384054
425,50.170854568481445,202377.66369903495
426,50.32436394691467,202340.94272494342
427,50.49769115447998,202287.6360672627
428,50.664018869400024,202248.52841628616
429,50.834800720214844,202196.81019539002
430,51.004225730895996,202159.78640255702
431,51.1047899723053,202105.31179690268
432,51.26341772079468,202067.8181205052
433,51.428345918655396,202015.70712259473
434,51.51847267150879,201977.24200374092
435,51.58429169654846,201924.89766157023
436,51.66365027427673,201889.55380586392
437,51.720548152923584,201835.02276110186
438,51.7878577709198,201798.85221999823
439,51.85199737548828,201746.3353627905
440,52.0896360874176,201709.71384466643
441,52.19926381111145,201656.36818373628
442,52.33312678337097,201619.40340289375
443,52.40146994590759,201567.83816893818
444,52.45864391326904,201532.5024508911
445,52.5181200504303,201479.54294214194
446,52.58013987541199,201441.29041871836
447,52.6409113407135,201391.8021732851
448,52.697993993759155,201356.05965786503
449,52.75836515426636,201302.25298992338
450,52.86577367782593,201268.06821461106
451,52.92976355552673,201215.7345952316
452,53.01250195503235,201178.3459063874
453,53.09375309944153,201128.350046232
454,53.156266927719116,201092.3216966534
455,53.245105266571045,201040.33534323226
456,53.407670974731445,201006.16562120535
457,53.49887704849243,200954.32634484067
458,53.60734438896179,200917.8289194357
459,53.666672706604004,200868.0408704946
460,53.72532033920288,200832.8195589204
461,53.89155125617981,200780.93214360895
462,54.05674409866333,200747.13017054705
463,54.2198703289032,200696.33255517896
464,54.38400197029114,200660.97660198627
465,54.52832508087158,200610.67714457653
466,54.58765196800232,200575.93196217314
467,54.6472442150116,200525.13305484015
468,54.75667357444763,200491.08294219707
469,54.81730365753174,200440.54442798745
470,54.87686109542847,200404.98911026324
471,54.933236598968506,200355.53853852866
472,55.01374936103821,200320.32305768295
473,55.1696879863739,200270.91962492812
474,55.30357336997986,200237.53852996542
475,55.36463928222656,200185.88916220446
476,55.424396276474,200150.64016651973
477,55.48282289505005,200103.20329639112
478,55.541075229644775,200069.548560329
479,55.60143303871155,200017.6693685747
480,55.66273546218872,199984.1950950749
481,55.721391916275024,199936.5454303617
482,55.811532735824585,199900.95719922287
483,55.88084149360657,199852.17211242896
484,55.944495677948,199819.58504242604
485,56.03250765800476,199769.88605150845
486,56.09199094772339,199736.8256994572
487,56.21373629570007,199687.52716034412
488,56.278326749801636,199654.29475787331
489,56.34184741973877,199605.32689419843
490,56.40115523338318,199570.9749198745
491,56.45916724205017,199522.5062820206
492,56.548511266708374,199488.98501187257
493,56.61597394943237,199440.53377531082
494,56.672431230545044,199408.1219146267
495,56.80641031265259,199358.70300242657
496,56.97339940071106,199325.81690823374
497,57.13491225242615,199278.36334394704
498,57.30091595649719,199245.5788674982
499,57.46657752990723,199196.81716939888
500,57.62653112411499,199162.97328951626
501,57.6884331703186,199116.98394544658
502,57.75467038154602,199084.20169677888
503,57.81100869178772,199034.9917150745
504,57.96261215209961,199004.0223934822
505,58.06281042098999,198956.04440108323
506,58.219157695770264,198922.09179640343
507,58.383952140808105,198875.68321461088
508,58.54627299308777,198843.48015932454
509,58.67633032798767,198795.18999167232
510,58.8061785697937,198764.50206068525
511,58.93462085723877,198715.31495530842
512,59.100085973739624,198682.59118983865
513,59.199265003204346,198637.1446925761
514,59.33201193809509,198605.43554401628
515,59.49247431755066,198556.38494488882
516,59.657156467437744,198525.21797012514
517,59.818418979644775,198479.59079716122
518,59.94946050643921,198447.52583722316
519,60.09770941734314,198399.39813473827
520,60.235732316970825,198367.7685196059
521,60.4045307636261,198322.27820653253
522,60.572614908218384,198290.9543301004
523,60.734862089157104,198242.69430031689
524,60.79202127456665,198210.78280673546
525,60.85023307800293,198165.8049521272
526,60.907450437545776,198133.91659963582
527,60.967207193374634,198086.33220927627
528,61.04793453216553,198058.12646349546
529,61.10874915122986,198027.84472542192
530,61.23874306678772,197989.97411408374
531,61.322330951690674,197956.76930797615
532,61.41885495185852,197895.78516821106
533,61.48150992393494,197862.41175739793
534,61.53466844558716,197791.82012159622
535,61.598888635635376,197743.7117042282
536,61.65676784515381,197684.85144659152
537,61.716087102890015,197660.27785422993
538,61.77142906188965,197606.0630335616
539,61.830390214920044,197555.52369506165
540,61.891063928604126,197549.82281612136
541,61.94584608078003,197516.0451190724
542,62.00094556808472,197471.68529841825
543,62.060303688049316,197411.1286235581
544,62.12660312652588,197388.5783652883
545,62.189380407333374,197354.87729362014
546,62.24801540374756,197299.67553047356
547,62.31682300567627,197285.51928009035
548,62.371049880981445,197201.14363862667
549,62.425073862075806,197155.51431118592
550,62.492061614990234,197117.60812430197
551,62.58754897117615,197080.66633412
552,62.749075412750244,197037.43494007556
553,62.912455797195435,196997.06794743382
554,63.07905054092407,196961.6765469939
555,63.24283814430237,196923.49722833475
556,63.409114360809326,196874.61584719294
557,63.57125163078308,196845.58722392496
558,63.73882055282593,196804.19353938306
559,63.90165090560913,196760.9627005778
560,64.03730535507202,196723.89269474725
561,64.09856867790222,196689.69873702427
562,64.15836668014526,196645.29172151774
563,64.21458172798157,196609.70905365434
564,64.31058621406555,196572.08685063114
565,64.3735864162445,196531.17857095518
566,64.43447136878967,196495.04614472933
567,64.4961256980896,196460.7653279197
568,64.56290602684021,196416.4377475076
569,64.6469042301178,196379.82022490018
570,64.71539402008057,196349.39219678717
571,64.77849912643433,196320.64733731947
572,64.89375567436218,196283.82594918922
573,64.95807027816772,196221.56939697842
574,65.03222250938416,196188.7947658655
575,65.08562397956848,196114.93964581483
576,65.14806270599365,196063.1721820745
577,65.22693586349487,196041.27945131855
578,65.33173608779907,196023.92546229408
579,65.457435131073,195990.89405360425
580,65.56732034683228,195928.02128372955
581,65.6924033164978,195826.02667101313
582,65.94276165962219,195786.8423277607
583,66.08686995506287,195754.68750130743
584,66.23166084289551,195715.41997942954
585,66.32811236381531,195672.99078563764
586,66.46457147598267,195668.05784841444
587,66.57507038116455,195635.66892422072
588,66.67448401451111,195591.9378693002
589,66.79099655151367,195535.40372288442
590,66.93089604377747,195513.0347965832
591,67.0325710773468,195481.80135404394
592,67.1805853843689,195453.25378904457
593,67.34229588508606,195426.68903458095
594,67.50442123413086,195391.81353186467
595,67.66394805908203,195333.85962982333
596,67.83505940437317,195311.92920614398
597,67.96761918067932,195283.15020665372
598,68.1179530620575,195246.63451911818
599,68.2945704460144,195191.23759391866
600,68.51270961761475,195143.53026114963
601,68.78850412368774,195119.81012163922
602,68.8548674583435,195043.1247395829
603,68.91615605354309,194970.46795045366
604,68.977854013443,194948.3412132189
605,69.03265571594238,194920.20661013143
606,69.09158086776733,194882.34064594455
607,69.1509759426117,194824.10371854674
608,69.21447253227234,194801.8257811748
609,69.28355360031128,194770.62949599943
610,69.34413599967957,194724.8613737159
611,69.4062922000885,194701.63071349595
612,69.45895910263062,194674.2353662262
613,69.50924563407898,194637.4039786033
614,69.57300114631653,194581.8402065765
615,69.91112160682678,194558.59412842436
616,70.06227493286133,194528.2200244149
617,70.21062111854553,194501.68479353134
618,70.37081003189087,194463.10716143047
619,70.53040862083435,194450.69213310222
620,70.65119910240173,194420.70602015074
621,70.70731711387634,194380.05187413003
622,70.84958124160767,194322.22829451872
623,71.0795407295227,194303.58659509692
624,71.22433829307556,194270.84297564605
625,71.35004162788391,194243.72108142066
626,71.50407862663269,194203.70709769003
627,71.67374801635742,194191.05799335433
628,71.79692459106445,194160.33297416358
629,71.92977094650269,194119.5557516577
630,72.10045552253723,194065.52444430251
631,72.32915210723877,194043.16642139768
632,72.47421669960022,194011.81863808917
633,72.65090274810791,193967.2894352036
634,72.82718706130981,193948.34225360287
635,72.95846939086914,193920.65703970628
636,73.08771562576294,193883.48187831635
637,73.26129817962646,193830.70619622996
638,73.50904321670532,193809.3849840389
639,73.65031552314758,193779.15191083733
640,73.79269194602966,193754.52917126883
641,73.94490647315979,193729.11766683793
642,74.08264398574829,193706.65002252604
643,74.20755577087402,193677.57376922847
644,74.34446501731873,193655.97064351846
645,74.49004220962524,193628.6969474253
646,74.63881254196167,193607.8365435137
647,74.78225946426392,193580.2161988493
648,74.84109807014465,193558.78532035812
649,74.90298247337341,193532.13271783752
650,74.9659435749054,193512.77700868677
651,75.05407905578613,193484.90506460483
652,75.20371985435486,193463.40645403173
653,75.367671251297,193436.97454894692
654,75.43595504760742,193418.96018724988
655,75.49759840965271,193389.78357167885
656,75.55461120605469,193367.9774294065
657,75.61090970039368,193342.5986661366
658,75.68709135055542,193325.13809178723
659,75.76170372962952,193295.3650111801
660,75.82201099395752,193273.95010880355
661,75.88496446609497,193248.67921549876
662,75.94516181945801,193231.32018731994
663,76.00566840171814,193201.4137458637
664,76.11232376098633,193180.12073515795
665,76.16931056976318,193154.8417321254
666,76.3120493888855,193137.48005263263
667,76.36932349205017,193107.71251437033
668,76.43519902229309,193086.65532995606
669,76.52127242088318,193061.41106934336
670,76.57590532302856,193044.286533275
671,76.64351058006287,193014.47865684095
672,76.70143103599548,192993.50125690794
673,76.75754046440125,192968.39368294965
674,76.81263852119446,192951.44626938747
675,76.86945819854736,192921.6839665249
676,76.94908475875854,192900.7882931279
677,77.00615739822388,192875.646446677
678,77.06692552566528,192858.9550201232
679,77.11923742294312,192828.99892201545
680,77.17161798477173,192807.97908408003
681,77.22168946266174,192782.95691455036
682,77.27509427070618,192766.61483923864
683,77.32686972618103,192736.53153074672
684,77.37966775894165,192715.55738726974
685,77.46356225013733,192690.75874721142
686,77.5166871547699,192674.46213433388
687,77.56924414634705,192644.51450132104
688,77.62395906448364,192623.40765872097
689,77.67336869239807,192598.7954058499
690,77.72789406776428,192582.60562047668
691,77.78879952430725,192552.6004025766
692,77.84164214134216,192531.682634299
693,77.89350819587708,192507.02294956872
694,77.95302557945251,192491.10237724218
695,78.00377011299133,192461.0333457248
696,78.06200337409973,192440.1455628889
697,78.1121666431427,192415.5663966885
698,78.16449737548828,192399.78059706234
699,78.22173357009888,192369.76930905454
700,78.27148795127869,192348.91562502936
701,78.32484436035156,192324.5493078744
702,78.3754632472992,192308.7993320848
703,78.42858982086182,192278.81300316844
704,78.48675036430359,192257.96194616257
705,78.53735876083374,192233.56643478037
706,78.58828973770142,192218.03299002285
707,78.63867998123169,192187.98270264847
708,78.69454979896545,192167.3944344903
709,78.74508142471313,192143.04105360596
710,78.79647564888,192127.64723950523
711,78.84906506538391,192097.62674992604
712,78.90254712104797,192076.90127691388
713,78.95779943466187,192052.7117641027
714,79.00887656211853,192037.43634900637
715,79.05948281288147,192007.3451716848
716,79.11341524124146,191986.75081691708
717,79.1677737236023,191962.52430222247
718,79.21801924705505,191947.37669710052
719,79.2682466506958,191917.33239097483
720,79.32560563087463,191896.73482933623
721,79.37685632705688,191872.7190523445
722,79.43016695976257,191857.92393435957
723,79.4821105003357,191827.78123780098
724,79.53657507896423,191807.21278159044
725,79.58782625198364,191783.36480704826
726,79.64179182052612,191768.53865965578
727,79.69323372840881,191738.51833291003
728,79.75088810920715,191718.04883377737
729,79.80360865592957,191694.16468655938
730,79.85525298118591,191679.55615177625
731,79.90635347366333,191649.43628918997
732,79.95938968658447,191629.10267575592
733,80.01368856430054,191605.286481666
734,80.06367087364197,191590.95488591783
735,80.11625051498413,191560.79875687786
736,80.16716718673706,191540.3351528028
737,80.21873617172241,191516.64963902376
738,80.27064895629883,191502.44337053393
739,80.3250503540039,191472.19324483283
740,80.37870669364929,191451.78471942825
741,80.43375325202942,191428.19683744607
742,80.48548173904419,191414.07358086103
743,80.57164454460144,191383.9752100131
744,80.62345504760742,191363.6360223377
745,80.67632532119751,191340.19962643218
746,80.7299256324768,191326.36551022445
747,80.7814359664917,191296.13839925433
748,80.84228014945984,191275.8195542615
749,80.89499545097351,191252.385478544
750,80.94789958000183,191238.69636290963
751,81.00410008430481,191208.5015851313
752,81.06042814254761,191188.07300266315
753,81.11390113830566,191164.79064719888
754,81.1645736694336,191151.1086870798
755,81.21583914756775,191120.77634044967
756,81.27667927742004,191100.49744696126
757,81.33015513420105,191077.06003015093
758,81.38304853439331,191063.93135186617
759,81.43786954879761,191033.58693030212
760,81.48905873298645,191013.1250400492
761,81.54372358322144,190989.97001638377
762,81.62711215019226,190976.66944613258
763,81.73232126235962,190946.31724223282
764,81.90020179748535,190925.90088706173
765,82.06578159332275,190902.75087550175
766,82.15646171569824,190889.94818809902
767,82.30691862106323,190859.58283968054
768,82.41688251495361,190838.85527949894
769,82.46981859207153,190816.06492267805
770,82.52416610717773,190803.367531636
771,82.57745742797852,190772.7208515447
772,82.63227939605713,190752.26441655328
773,82.68750786781311,190729.50413246464
774,82.74026465415955,190716.76538291218
775,82.79590845108032,190686.47194634553
776,82.85638475418091,190665.90856372897
